canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources
COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,"[""site_set_mismatch""]",dup_624b5a0c20d29794,3,"[""HZCWPKGYTCJSEB-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 7], [0, 7], [0, 2, 7]]","[""pyrazoloacridine"", ""pyrazoloacridine"", ""HZCWPKGYTCJSEB-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H](O)CC[C@@H]12,"[""site_set_mismatch""]",dup_77096f690674e64a,3,"[""ULAADVBNYHGIBP-UJWQCDCRSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [1, 3]]","[""3-methylether-estradiol"", ""3-methylether-estradiol"", ""ULAADVBNYHGIBP-UJWQCDCRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_6409e46388b90414,3,"[""MKXZASYAUGDDCJ-NJAFHUGGSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[17], [17], [12, 15, 16, 17]]","[""dextromethorphan"", ""dextromethorphan"", ""MKXZASYAUGDDCJ-NJAFHUGGSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_957f57207604a1b8,3,"[""VYDBTNADENXYSN-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[12, 13], [12, 13], [12, 13]]","[""indomethacin_phenethylamide"", ""indomethacin_phenethylamide"", ""VYDBTNADENXYSN-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,"[""label_regime_mismatch"", ""contains_broad_region_label""]",dup_650afd003d98a580,3,"[""AOIQKSHKQIJFMK-RUZDIDTESA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[12, 13], [12, 13], [12, 13]]","[""2prime_hydroxy_indomethacin_phenethylamide"", ""2prime_hydroxy_indomethacin_phenethylamide"", ""AOIQKSHKQIJFMK-RUZDIDTESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,"[""site_set_mismatch""]",dup_0020641c22dbdd3f,3,"[""BRUQQQPBMZOVGD-XFKAJCMBSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[4], [4], [4, 7]]","[""oxycodone"", ""oxycodone"", ""BRUQQQPBMZOVGD-XFKAJCMBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,"[""site_set_mismatch""]",dup_3d891294683c88b5,3,"[""LLPOLZWFYMWNKH-CMKMFDCUSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[4], [4], [4, 7]]","[""hydrocodone"", ""hydrocodone"", ""LLPOLZWFYMWNKH-CMKMFDCUSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,"[""site_set_mismatch""]",dup_e17c8b7003378518,3,"[""OROGSEYTTFOCAN-DNJOTXNNSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [17, 18]]","[""codeine"", ""codeine"", ""OROGSEYTTFOCAN-DNJOTXNNSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,"[""site_set_mismatch""]",dup_90190c5ed2914c12,3,"[""RBOXVHNMENFORY-DNJOTXNNSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[4], [4], [4, 7]]","[""dihydrocodeine"", ""dihydrocodeine"", ""RBOXVHNMENFORY-DNJOTXNNSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,"[""site_set_mismatch""]",dup_d6ebf3abd77d53e0,3,"[""TVYLLZQTGLZFBW-ZBFHGGJFSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[3, 18], [3, 18], [3, 17, 18]]","[""tramadol"", ""tramadol"", ""TVYLLZQTGLZFBW-ZBFHGGJFSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_f0a1e5efc102c4ba,3,"[""OGHNVEJMJSYVRP-KRWDZBQOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 19], [1, 19], [1, 19]]","[""carvedilol"", ""carvedilol"", ""OGHNVEJMJSYVRP-KRWDZBQOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_f160ac8dc147ae85,3,"[""GJPICJJJRGTNOD-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[22, 23, 24, 36], [22, 23, 24, 36], [22, 23, 24, 35, 36]]","[""bosentan"", ""bosentan"", ""GJPICJJJRGTNOD-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_a29c7df83ff11f5f,3,"[""KLBQZWRITKRQQV-MRXNPFEDSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[12, 16, 24], [12, 16, 24], [8, 12, 16, 24]]","[""thioridazine"", ""thioridazine"", ""KLBQZWRITKRQQV-MRXNPFEDSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CSc1nc(-c2ccnc(N[C@H](C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_17345b9afe354b5f,3,"[""VXPWQNBKEIVYIS-OAHLLOKOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[9, 17, 28], [9, 17, 28], [9, 17, 18, 28]]","[""ml_3403"", ""ml_3403"", ""VXPWQNBKEIVYIS-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](Cc1ccccc1)NCCC#N,"[""site_set_mismatch""]",dup_3a7a6ec8ad94554c,3,"[""IQUFSXIQAFPIMR-NSHDSACASA-N""]","[""single_exact""]",partial_agreement_union,1,"[[10], [10], [6, 10]]","[""fenproporex"", ""fenproporex"", ""IQUFSXIQAFPIMR-NSHDSACASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](N)Cc1ccc2c(c1)OCO2,"[""site_set_mismatch""]",dup_d3eee7f8f75581d6,3,"[""NGBBVGZWCFBOGO-SSDOTTSWSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[11], [11], [10, 11, 12]]","[""MDA"", ""MDA"", ""NGBBVGZWCFBOGO-SSDOTTSWSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_7a38c6e857dc3bbf,3,"[""IVVNZDGDKPTYHK-SNVBAGLBSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[12, 13, 14], [12, 13, 14], [12, 13, 14]]","[""pinacidil"", ""pinacidil"", ""IVVNZDGDKPTYHK-SNVBAGLBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](Nc1cc(-c2nc([S@@](C)=O)[nH]c2-c2ccc(F)cc2)ccn1)c1ccccc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_a5304b213ad224db,3,"[""LDYVDKCSGKMMHS-DHMKHTPVSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 7, 9, 13], [5, 7, 9, 13], [5, 9, 12, 13]]","[""ml_3603"", ""ml_3603"", ""LDYVDKCSGKMMHS-DHMKHTPVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_2b9dd86aa63f8ba3,3,"[""NSMXQKNUPPXBRG-SECBINFHSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[4, 11], [4, 11], [4]]","[""lisofylline"", ""lisofylline"", ""NSMXQKNUPPXBRG-SECBINFHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_800366dd33c848c0,3,"[""ATALOFNDEOCMKK-OITMNORJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 6, 15, 31], [3, 6, 15, 31], [0, 3, 4, 6, 15, 19, 31, 34]]","[""aprepitant"", ""aprepitant"", ""ATALOFNDEOCMKK-OITMNORJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"[""label_regime_mismatch"", ""contains_broad_region_label""]",dup_f41c5afda95d3807,3,"[""AFBDSAJOMZYQAI-CNOZUTPLSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[12, 29], [12, 29], [12, 29]]","[""aprepitant_M1"", ""aprepitant_M1"", ""AFBDSAJOMZYQAI-CNOZUTPLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_35931ec2f6206b95,3,"[""BCEHBSKCWLPMDN-MGPLVRAMSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 19], [11, 19], [11, 19]]","[""voriconazole"", ""voriconazole"", ""BCEHBSKCWLPMDN-MGPLVRAMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H]1CO[C@@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,"[""site_set_mismatch""]",dup_c0eb22f374424669,3,"[""ANUCDXCTICZJRH-ZMZPIMSZSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[19], [19], [0, 11, 15, 19]]","[""mexazolam"", ""mexazolam"", ""ANUCDXCTICZJRH-ZMZPIMSZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_231d1d05f14f37d6,3,"[""RBKASMJPSJDQKY-RBFSKHHSSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 4, 6, 40, 41], [0, 4, 6, 40, 41], [0]]","[""tirilazad"", ""tirilazad"", ""RBKASMJPSJDQKY-RBFSKHHSSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_e4910fbfb3c62a64,3,"[""MGNNYOODZCAHBA-GQKYHHCASA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[8], [8], [8, 10]]","[""fluticasone"", ""fluticasone"", ""MGNNYOODZCAHBA-GQKYHHCASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,"[""site_set_mismatch"", ""site_set_disjoint""]",dup_9e58f2f129196461,3,"[""KXGVEGMKQFWNSR-DNZDVJRKSA-N""]","[""single_exact""]",conflict_preserved,3,"[[1], [1], [15]]","[""deoxycholic_acid"", ""deoxycholic_acid"", ""KXGVEGMKQFWNSR-DNZDVJRKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_530d2823115697da,3,"[""RUDATBOHQWOJDD-SHOXBNBYSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 22], [1, 22], [0, 1, 22]]","[""chenodeoxycholic_acid"", ""chenodeoxycholic_acid"", ""RUDATBOHQWOJDD-SHOXBNBYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,"[""label_regime_mismatch"", ""contains_broad_region_label""]",dup_4e1667fafe176831,3,"[""BHQCQFFYRZLCQQ-JWQTVRMOSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[0, 1], [0, 1], [0, 1]]","[""cholic_acid"", ""cholic_acid"", ""BHQCQFFYRZLCQQ-JWQTVRMOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_05fd9cf634788023,3,"[""SLFGIOIONGJGRT-CQSZACIVSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3, 4, 6, 12, 13, 22], [2, 3, 4, 6, 12, 13, 22], [2, 3, 4, 6, 12, 13, 18, 22]]","[""cyamemazine"", ""cyamemazine"", ""SLFGIOIONGJGRT-CQSZACIVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H](Cc1ccccc1)N(C)Cc1ccccc1,"[""site_set_mismatch""]",dup_4a916a56228fa013,3,"[""YXKTVDFXDRQTKV-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [0, 12]]","[""benzphetamine"", ""benzphetamine"", ""YXKTVDFXDRQTKV-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H]1O[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_c933038b09061da1,3,"[""WDJUZGPOPHTGOT-UWWSFERISA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[34], [34], [31, 34]]","[""digitoxin"", ""digitoxin"", ""WDJUZGPOPHTGOT-UWWSFERISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@H]1[C@@H](OCc2ccc(C(=O)O)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,"[""site_set_mismatch""]",dup_8820f0186d42c93b,3,"[""UVNHKOOJXSALHN-ILQPJIFQSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[9], [9], [9, 19]]","[""artelinic_acid"", ""artelinic_acid"", ""UVNHKOOJXSALHN-ILQPJIFQSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3C1CCC2=O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_68211ef4e10aa07c,3,"[""DNXHEGUUPJUMQT-QYFVKBAZSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[4, 6, 10, 17], [4, 6, 10, 17], [4, 6, 10, 17]]","[""estrone"", ""estrone"", ""DNXHEGUUPJUMQT-QYFVKBAZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_252cce46dfd70bb6,3,"[""VOXZDWNPVJITMN-ZBRFXRBCSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[4, 6, 10, 17, 18, 19], [4, 6, 10, 17, 18, 19], [4, 6, 10, 17, 18, 19]]","[""estradiol"", ""estradiol"", ""VOXZDWNPVJITMN-NZKIEYOBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_ccd83e2624b67228,3,"[""FMGSKLZLMKYGDP-USOAJAOKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[14, 17], [14, 17], [14, 17]]","[""dhea"", ""dhea"", ""FMGSKLZLMKYGDP-USOAJAOKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_0ef4fbcae916f740,3,"[""MUMGGOZAMZWBJJ-DYKIIFRCSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[4, 7, 10, 16, 17, 18], [4, 7, 10, 16, 17, 18], [4, 5, 7, 10, 16, 17, 18]]","[""testosterone"", ""testosterone"", ""MUMGGOZAMZWBJJ-DYKIIFRCSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label"", ""tier_assignment_mismatch""]",dup_4b26d4c2ad182671,3,"[""GXPHKUHSUJUWKP-CYFREDJKSA-N""]","[""broad_region"", ""tiered_multisite""]",conflict_preserved,3,"[[16, 25, 30], [16, 25, 30], [1, 3, 4, 5, 7, 8, 11, 14, 16]]","[""troglitazone"", ""troglitazone"", ""GXPHKUHSUJUWKP-CYFREDJKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_5582ab9203700322,3,"[""QAGYKUNXZHXKMR-HKWSIXNMSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[24, 38], [24, 38], [24]]","[""nelfinavir"", ""nelfinavir"", ""QAGYKUNXZHXKMR-HKWSIXNMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_5f035327fb4c9661,3,"[""MJIHNNLFOKEZEW-RUZDIDTESA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[15, 16, 20, 21], [15, 16, 20, 21], [15, 20, 21]]","[""lansoprazole"", ""lansoprazole"", ""MJIHNNLFOKEZEW-RUZDIDTESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_8ea5ef737e2bb707,3,"[""ARSRBNBHOADGJU-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 1, 6, 7, 11, 12, 14, 15, 17], [0, 1, 6, 7, 11, 12, 14, 15, 17], [0, 1, 6, 7, 11, 12, 14, 15, 17]]","[""DMBA"", ""DMBA"", ""ARSRBNBHOADGJU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1c2ccccc2nc2c1ccc1ccccc12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_a689c1222ae67901,3,"[""LZUFUDJVBHLHFC-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 4, 12, 13, 14, 15, 18], [3, 4, 12, 13, 14, 15, 18], [3, 4, 12, 13, 14, 15, 18]]","[""7MBAC"", ""7MBAC"", ""LZUFUDJVBHLHFC-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_8d6f756bda8fbd27,3,"[""CTSPAMFJBXKSOY-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 6, 7, 9], [1, 6, 7, 9], [1, 6, 7, 9]]","[""ellipticine"", ""ellipticine"", ""CTSPAMFJBXKSOY-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1cc(=O)n(-c2ccccc2)n1C,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_73eafe736f9f4516,3,"[""VEQOALNAAJBPNY-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[4, 9], [4, 9], [4, 6, 9]]","[""antipyrine"", ""antipyrine"", ""VEQOALNAAJBPNY-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1,"[""site_set_mismatch""]",dup_f605b44d89a9fd37,3,"[""JNGQUJZDVFZPEN-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[4, 5], [4, 5], [4, 5, 6]]","[""BPU"", ""BPU"", ""JNGQUJZDVFZPEN-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_cfc31211d0788943,3,"[""GCIKSSRWRFVXBI-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[7, 22], [7, 22], [7, 22]]","[""mk_0457"", ""mk_0457"", ""GCIKSSRWRFVXBI-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_0ddfac08b8c91dc8,3,"[""KVWDHTXUZHCGIO-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[7, 18, 19], [7, 18, 19], [7, 18, 19]]","[""olanzapine"", ""olanzapine"", ""KVWDHTXUZHCGIO-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1cc2c3ccccc3ccc2c2ccccc12,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_d3dbd5ddd43f9701,3,"[""ASVDRLYVNFOSCI-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 2, 8, 13, 14], [0, 2, 8, 13, 14], [0, 2, 6, 8, 14]]","[""6_methylchrysene"", ""6_methylchrysene"", ""ASVDRLYVNFOSCI-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1cc2ccccc2c2ccc3ccccc3c12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_51600475cba9c503,3,"[""GOHBXWHNJHENRX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 4, 9, 10, 14, 17], [1, 4, 9, 10, 14, 17], [1, 4, 9, 10, 14, 17]]","[""5_methylchrysene"", ""5_methylchrysene"", ""GOHBXWHNJHENRX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_bca7547417a711b8,3,"[""ZAFYATHCZYHLPB-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[13, 16, 19, 20], [13, 16, 19, 20], [13, 14, 16, 19, 20]]","[""zolpidem"", ""zolpidem"", ""ZAFYATHCZYHLPB-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
