all_labeled_site_atoms,annotation_label_regime,citation,doi,duplicate_group_id,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
"[10, 13]",multi_exact,"Lang et al.,Chem. Res. Toxicol,10,1037,1997
Lang et al.,Chem. Res. Tox.,10,1037,1997",,dup_487576cacdbb4316,partial_agreement_union,tiered_multisite,terbutryne,"[10, 13]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,IROINLKCQGIITA-UHFFFAOYSA-N,[]
"[2, 10, 14]",tiered_multisite,"Lang et al.,Chem. Res. Tox.,10,1037,1997",,dup_c4a6961d90fcccf7,partial_agreement_union,tiered_multisite,ametryne,[14],[2],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ametryne,[10]
"[2, 10, 14]",tiered_multisite,"Lang et al.,Chem. Res. Tox.,10,1037,1997",,dup_c4a6961d90fcccf7,partial_agreement_union,tiered_multisite,ametryne,[14],[2],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ametryne,[10]
"[2, 9, 10, 12, 14]",multi_exact,"Lang et al.,Chem. Res. Tox.,10,1037,1997 PMID: 9305587",,dup_c4a6961d90fcccf7,partial_agreement_union,tiered_multisite,ametryne,"[2, 10, 14]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RQVYBGPQFYCBGX-UHFFFAOYSA-N,[]
"[6, 10, 22, 23]",tiered_multisite,"Subrahmanyam et al.,Xenobiotica,32,521,2002",10.1080/00498250210128684,dup_b7e4f8f96ab50844,partial_agreement_union,tiered_multisite,V11294,[6],"[10, 22]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,V11294,[23]
"[6, 10, 22, 23]",tiered_multisite,"Subrahmanyam et al.,Xenobiotica,32,521,2002",10.1080/00498250210128684,dup_b7e4f8f96ab50844,partial_agreement_union,tiered_multisite,V11294,[6],"[10, 22]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,V11294,[23]
"[6, 10, 22, 23, 26]",multi_exact,"Subrahmanyam et al.,Xenobiotica,32,521,2002",,dup_b7e4f8f96ab50844,partial_agreement_union,tiered_multisite,V11294,"[6, 10, 22, 23]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CGFRGBQJWVFTRF-UHFFFAOYSA-N,[]
[1],single_exact,"Hamitouche et al.,Toxic. Let.,167,221,2006","10.1016/j.toxlet.2006,09.011",dup_b0cc19de9e1ea6e1,conflict_preserved,single_exact,ethanol,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ethanol,[]
[1],single_exact,"Hamitouche et al.,Toxic. Let.,167,221,2006","10.1016/j.toxlet.2006,09.011",dup_b0cc19de9e1ea6e1,conflict_preserved,single_exact,ethanol,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ethanol,[]
"[1, 2]",broad_region,"Hamitouche et al.,Toxic. Let.,167,221,2006
Salmela et al.,Alcohol Clin. Exp. Res.,22,2125,1998 PMID: 9884161",,dup_b0cc19de9e1ea6e1,conflict_preserved,broad_region,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,[]
[5],single_exact,"Ramirez et al.,Drug Metab. Disp.,32,930,2004",,dup_a9e3540c1336e3af,partial_agreement_union,single_exact,meperidine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,meperidine,[]
[5],single_exact,"Ramirez et al.,Drug Metab. Disp.,32,930,2004",,dup_a9e3540c1336e3af,partial_agreement_union,single_exact,meperidine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,meperidine,[]
"[5, 6]",single_exact,"Ramirez et al.,Drug Metab. Disp.,32,930,2004, PMID:15319333",,dup_a9e3540c1336e3af,partial_agreement_union,single_exact,meperidine,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XADCESSVHJOZHK-UHFFFAOYSA-N,[]
"[19, 24]",multi_exact,"Walsky et al.,Drug Metab. Disp.,32,647,2004",,dup_ae842d5e363e4f3c,partial_agreement_union,multi_exact,FELODIPINE,"[19, 24]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,FELODIPINE,[]
"[19, 24]",multi_exact,"Walsky et al.,Drug Metab. Disp.,32,647,2004",,dup_ae842d5e363e4f3c,partial_agreement_union,multi_exact,FELODIPINE,"[19, 24]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,FELODIPINE,[]
"[6, 7, 13, 15, 19, 24]",multi_exact,"Walsky et al.,Drug Metab. Disp.,32,647,2004 PMID: 15155557",,dup_ae842d5e363e4f3c,partial_agreement_union,multi_exact,FELODIPINE,"[19, 24]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RZTAMFZIAATZDJ-HNNXBMFYSA-N,[]
"[8, 10]",multi_exact,"Guengerich et al.,J. Med. Chem.,34,1838,1991",10.1021/jm00110a012,dup_b95df0995e305984,partial_agreement_union,multi_exact,nitrendipine,"[8, 10]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,nitrendipine,[]
"[8, 10]",multi_exact,"Guengerich et al.,J. Med. Chem.,34,1838,1991",10.1021/jm00110a012,dup_b95df0995e305984,partial_agreement_union,multi_exact,nitrendipine,"[8, 10]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,nitrendipine,[]
"[8, 9, 10, 11, 12, 13]",multi_exact,"Guengerich et al.,J. Med. Chem.,34,1838,1991 PMID: 2061924",,dup_b95df0995e305984,partial_agreement_union,multi_exact,nitrendipine,"[8, 10]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,PVHUJELLJLJGLN-MRXNPFEDSA-N,[]
"[8, 12]",multi_exact,"Buratti et al.,Drug Metab. Disp.,33,295,2005",10.1124/dmd.104.001693,dup_e39669b594247211,conflict_preserved,multi_exact,malathion,"[8, 12]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,malathion,[]
"[8, 12]",multi_exact,"Buratti et al.,Drug Metab. Disp.,33,295,2005",10.1124/dmd.104.001693,dup_e39669b594247211,conflict_preserved,multi_exact,malathion,"[8, 12]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,malathion,[]
"[8, 12]",broad_region,"Buratti et al.,Drug Metab. Disp.,33,295,2005, PMID:15557345",,dup_e39669b594247211,conflict_preserved,broad_region,JXSJBGJIGXNWCI-QMMMGPOBSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JXSJBGJIGXNWCI-QMMMGPOBSA-N,[]
[3],single_exact,"Ghosal et al.,Drug Metab. Letters,3,162,2009",,dup_185120016e013e6f,partial_agreement_union,single_exact,loratadine,[3],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,loratadine,[]
[3],single_exact,"Ghosal et al.,Drug Metab. Letters,3,162,2009",,dup_185120016e013e6f,partial_agreement_union,single_exact,loratadine,[3],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,loratadine,[]
"[1, 3, 6]",single_exact,"Ghosal et al.,Drug Metab. Letters,3,162,2009, PMID:19702548
Zhou, S. F. (2009). Polymorphism of human cytochrome P450 2D6 and its clinical significance. Clinical pharmacokinetics, 48(12), 761-804.",,dup_185120016e013e6f,partial_agreement_union,single_exact,loratadine,[3],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JCCNYMKQOSZNPW-UHFFFAOYSA-N,[]
[],unknown,"J-Y. Hong et al., Arch. Toxicol., 1997, 71, 266-269",,dup_1ebf0145b1d4c648,single_source,broad_region,NUMQCACRALPSHD-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,NUMQCACRALPSHD-UHFFFAOYSA-N,[]
[7],single_exact,"Coleman et al.,Env. Health Perspec.,108,1151,2000
Coleman et al.,Chem. Biol. Inter.,122,27,1999",,dup_5cc1aa3975095c96,conflict_preserved,single_exact,acetochlor,[7],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,acetochlor,[]
[7],single_exact,"Coleman et al.,Env. Health Perspec.,108,1151,2000
Coleman et al.,Chem. Biol. Inter.,122,27,1999",,dup_5cc1aa3975095c96,conflict_preserved,single_exact,acetochlor,[7],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,acetochlor,[]
"[4, 16]",single_exact,"Coleman et al.,Chem. Biol. Inter.,122,27,1999
Coleman et al.,Env. Health Perspec.,108,1151,2000",,dup_5cc1aa3975095c96,conflict_preserved,single_exact,VTNQPKFIQCLBDU-UHFFFAOYSA-N,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,VTNQPKFIQCLBDU-UHFFFAOYSA-N,[]
"[16, 25]",multi_exact,"Morioka et al.,Drug Metab. Disp.,30,301,2002",,dup_6ce28db78f771f0d,partial_agreement_union,multi_exact,no_1886,"[16, 25]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,no_1886,[]
"[16, 25]",multi_exact,"Morioka et al.,Drug Metab. Disp.,30,301,2002",,dup_6ce28db78f771f0d,partial_agreement_union,multi_exact,no_1886,"[16, 25]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,no_1886,[]
"[7, 8, 16, 25]",multi_exact,"Morioka et al.,Drug Metab. Disp.,30,301,2002",,dup_6ce28db78f771f0d,partial_agreement_union,multi_exact,no_1886,"[16, 25]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,KPRTURMJVWXURQ-UHFFFAOYSA-N,[]
"[4, 10]",multi_exact,"Mutch et al.,Toxicology,224,22,2006",10.1016/j.tox.2006.04.024,dup_3dbc9cc6685e9664,conflict_preserved,multi_exact,diazinon,"[4, 10]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,diazinon,[]
"[4, 10]",multi_exact,"Mutch et al.,Toxicology,224,22,2006",10.1016/j.tox.2006.04.024,dup_3dbc9cc6685e9664,conflict_preserved,multi_exact,diazinon,"[4, 10]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,diazinon,[]
"[4, 6, 10]",broad_region,"Mutch et al.,Toxicology,224,22,2006 PMID: 16757081",,dup_3dbc9cc6685e9664,conflict_preserved,broad_region,FHIVAFMUCKRCQO-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,FHIVAFMUCKRCQO-UHFFFAOYSA-N,[]
"[4, 10]",multi_exact,"Mutch et al.,Toxicology,224,22,2006",10.1016/j.tox.2006.04.024,dup_7f9bd8be4b95d615,conflict_preserved,multi_exact,parathion,"[4, 10]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,parathion,[]
"[4, 10]",multi_exact,"Mutch et al.,Toxicology,224,22,2006",10.1016/j.tox.2006.04.024,dup_7f9bd8be4b95d615,conflict_preserved,multi_exact,parathion,"[4, 10]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,parathion,[]
"[4, 6, 10]",broad_region,"Foxenberg et al.,Drug Metab. Disp.,35,189,2007 PMID:17079358 
Mutch et al.,Toxicology,224,22,2006
Abass, Khaled, et al. ""Metabolism of pesticides by human cytochrome p450 enzymes in vitro��a survey."" Insecticides��advances in integrated pest management (2012): 165-194.",,dup_7f9bd8be4b95d615,conflict_preserved,broad_region,LCCNCVORNKJIRZ-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LCCNCVORNKJIRZ-UHFFFAOYSA-N,[]
"[4, 10]",multi_exact,"Tang et al.,Drug Metab. Disp.,29,1201,2001",,dup_4932fe7644cbb6aa,conflict_preserved,multi_exact,chlorpyrifos,"[4, 10]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,chlorpyrifos,[]
"[4, 10]",multi_exact,"Tang et al.,Drug Metab. Disp.,29,1201,2001",,dup_4932fe7644cbb6aa,conflict_preserved,multi_exact,chlorpyrifos,"[4, 10]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,chlorpyrifos,[]
"[4, 6, 10]",broad_region,"Tang et al.,Drug Metab. Disp.,29,1201,2001 PMID: 11502728
Mutch et al.,Toxicology,224,22,2006 PMID: 16757081",,dup_4932fe7644cbb6aa,conflict_preserved,broad_region,SBPBAQFWLVIOKP-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SBPBAQFWLVIOKP-UHFFFAOYSA-N,[]
[1],single_exact,"Usmani et al.,Drug Metab. Disp.,32,333,2004",10.1124/dmd.32.3.333,dup_b878b920daf6e525,partial_agreement_union,single_exact,phorate,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,phorate,[]
[1],single_exact,"Usmani et al.,Drug Metab. Disp.,32,333,2004",10.1124/dmd.32.3.333,dup_b878b920daf6e525,partial_agreement_union,single_exact,phorate,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,phorate,[]
[1],single_exact,"Usmani et al.,Drug Metab. Disp.,32,333,2004 10.1124/dmd.32.3.333",,dup_b878b920daf6e525,partial_agreement_union,single_exact,phorate,[1],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,BULVZWIRKLYCBC-UHFFFAOYSA-N,[]
[1],single_exact,"Grace et al.,Drug Metab. Dispos.,26,313,1998",,dup_4f2c2b53928d53c0,partial_agreement_union,single_exact,beta_arteether,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,beta_arteether,[]
[1],single_exact,"Grace et al.,Drug Metab. Dispos.,26,313,1998",,dup_4f2c2b53928d53c0,partial_agreement_union,single_exact,beta_arteether,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,beta_arteether,[]
"[1, 2]",single_exact,"J.M. Grace et al., Drug Metab. Dispos., 1998, 26, 313-317
Grace et al.,Drug Metab. Dispos.,26,313,1998",,dup_4f2c2b53928d53c0,partial_agreement_union,single_exact,beta_arteether,[1],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,AGXLQRPCBKYRSR-JWETUGRJSA-N,[]
"[1, 14, 15, 17, 19, 26]",tiered_multisite,"Bidstrup et al.,Br. J. Clin. Pharm.,56,305,2003",10.1046/j.0306-5251.2003.01872.x,dup_a3d52790fe66874b,partial_agreement_union,tiered_multisite,repaglinide,"[14, 17]",[26],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,repaglinide,"[1, 15, 19]"
"[1, 14, 15, 17, 19, 26]",tiered_multisite,"Bidstrup et al.,Br. J. Clin. Pharm.,56,305,2003",10.1046/j.0306-5251.2003.01872.x,dup_a3d52790fe66874b,partial_agreement_union,tiered_multisite,repaglinide,"[14, 17]",[26],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,repaglinide,"[1, 15, 19]"
"[1, 14, 15, 17, 19, 23, 26, 27]",multi_exact,"Bidstrup et al.,Br. J. Clin. Pharm.,56,305,2003",,dup_a3d52790fe66874b,partial_agreement_union,tiered_multisite,repaglinide,"[1, 14, 15, 17, 19, 26]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,FAEKWTJYAYMJKF-QHCPKHFHSA-N,[]
"[11, 17]",multi_exact,,,dup_5a1ec574693b90d7,single_source,multi_exact,PF-04971729,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,PF-04971729,[]
[12],single_exact,"Nakajima et al.,Xenobiotica,29,885,1999",10.1080/004982599238137,dup_ee0241e48abc073f,partial_agreement_union,single_exact,phenacetin,[12],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,phenacetin,[]
[12],single_exact,"Nakajima et al.,Xenobiotica,29,885,1999",10.1080/004982599238137,dup_ee0241e48abc073f,partial_agreement_union,single_exact,phenacetin,[12],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,phenacetin,[]
"[10, 12]",single_exact,"M. Nakajima et al., Xenobiotica, 1999, 29, 885-898 PMID:10548449
F. P. Guengerich, A. Parikh, C. H. Yun, D. Kim, K. Nakamura, L. M. Notley, E. M. J. Gillam, Drug Metab. Rev. 2000, 32, 267-281.
Kobayashi et al.,27,860,1999
Nakajima et al.,Xenobiotica,29,885,1999",,dup_ee0241e48abc073f,partial_agreement_union,single_exact,phenacetin,[12],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CPJSUEIXXCENMM-UHFFFAOYSA-N,[]
[6],single_exact,"Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998",,dup_9e095e7a7945b691,partial_agreement_union,single_exact,4-chloromethyl-7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,4-chloromethyl-7-ethoxycoumarin,[]
[6],single_exact,"Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998",,dup_9e095e7a7945b691,partial_agreement_union,single_exact,4-chloromethyl-7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,4-chloromethyl-7-ethoxycoumarin,[]
"[2, 6]",single_exact,"Ekins et al.,J. Pharmacol. Exp. Ther.,286,1253,1998",,dup_9e095e7a7945b691,partial_agreement_union,single_exact,4-chloromethyl-7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RWMRBNNWQLUEFX-UHFFFAOYSA-N,[]
[3],single_exact,"Liu et al.,Br. J. Clin. Pharmacol.,39,77,1995",,dup_fec4d94eb7656a54,conflict_preserved,single_exact,ethylmorphine,[3],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ethylmorphine,[]
[3],single_exact,"Liu et al.,Br. J. Clin. Pharmacol.,39,77,1995",,dup_fec4d94eb7656a54,conflict_preserved,single_exact,ethylmorphine,[3],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ethylmorphine,[]
"[2, 8]",single_exact,"Liu et al.,Br. J. Clin. Pharmacol.,39,77,1995 PMID: 7756104",,dup_fec4d94eb7656a54,conflict_preserved,single_exact,OGDVEMNWJVYAJL-LEPYJNQMSA-N,[8],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,OGDVEMNWJVYAJL-LEPYJNQMSA-N,[]
[6],single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_2fa4e3b60b2e158d,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,7-ethoxycoumarin,[]
[6],single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_2fa4e3b60b2e158d,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,7-ethoxycoumarin,[]
"[2, 6]",single_exact,"K. H. Kim, E. M. Isin, C. H. Yun, D. H. Kim, F. P. Guengerich, FEBS J. 2006, 273, 2223-2231.
T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.
Yun et al.,J. Bio. Chem.,280,12279,2005",,dup_2fa4e3b60b2e158d,partial_agreement_union,single_exact,7-ethoxycoumarin,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,LIFAQMGORKPVDH-UHFFFAOYSA-N,[]
"[6, 9]",tiered_multisite,"Kamimura et al.,Xenobiotica,28,909,1998",10.1080/004982598238985,dup_dad2270e4a6183e5,partial_agreement_union,tiered_multisite,tamsulosin,[9],[6],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tamsulosin,[]
"[6, 9]",tiered_multisite,"Kamimura et al.,Xenobiotica,28,909,1998",10.1080/004982598238985,dup_dad2270e4a6183e5,partial_agreement_union,tiered_multisite,tamsulosin,[9],[6],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tamsulosin,[]
"[3, 6, 9, 15]",multi_exact,"Kamimura et al.,Xenobiotica,28,909,1998 PMID: 9849639",,dup_dad2270e4a6183e5,partial_agreement_union,tiered_multisite,tamsulosin,"[6, 9]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,DRHKJLXJIQTDTD-OAHLLOKOSA-N,[]
"[1, 5, 6]",tiered_multisite,"Wienkers et al.,Drug Metab. Disp.,27,1334,1997",,dup_517bb9d2bc3a22a1,partial_agreement_union,tiered_multisite,reboxetine,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,reboxetine,"[5, 6]"
"[1, 5, 6]",tiered_multisite,"Wienkers et al.,Drug Metab. Disp.,27,1334,1997",,dup_517bb9d2bc3a22a1,partial_agreement_union,tiered_multisite,reboxetine,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,reboxetine,"[5, 6]"
"[1, 2, 5, 6]",multi_exact,"Wienkers et al.,Drug Metab. Disp.,27,1334,1999 PMID: 10534319",,dup_517bb9d2bc3a22a1,partial_agreement_union,tiered_multisite,reboxetine,"[1, 5, 6]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CBQGYUDMJHNJBX-OALUTQOASA-N,[]
"[12, 20, 21, 31, 32]",multi_exact,,,dup_de2e2ec1e076ed4b,single_source,multi_exact,Candesartan,[],[],Rudik_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Rudik_external_dataset/Rudik_external_dataset.sdf,Candesartan,[]
"[2, 13]",tiered_multisite,"Maurer et al.,Toxicol. Lett.,112'96113,133,2000",,dup_c5ca9f2b0df7e8b8,partial_agreement_union,tiered_multisite,MBDB,[13],[2],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,MBDB,[]
"[2, 13]",tiered_multisite,"Maurer et al.,Toxicol. Lett.,112'96113,133,2000",,dup_c5ca9f2b0df7e8b8,partial_agreement_union,tiered_multisite,MBDB,[13],[2],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,MBDB,[]
"[2, 3, 5, 8, 13]",multi_exact,"Maurer et al.,Toxicol. Lett.,112'96113,133,2000 PMID: 10720722
Meyer et al.,Biochem. Pharma.,77,1725,2009",,dup_c5ca9f2b0df7e8b8,partial_agreement_union,tiered_multisite,MBDB,"[2, 13]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,USWVWJSAJAEEHQ-JTQLQIEISA-N,[]
"[4, 9]",multi_exact,"Moody et al.,Drug Metab. Disp.,25,1347,1997",,dup_627e4de97f41aaa7,partial_agreement_union,multi_exact,laam,"[4, 9]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,laam,[]
"[4, 9]",multi_exact,"Moody et al.,Drug Metab. Disp.,25,1347,1997",,dup_627e4de97f41aaa7,partial_agreement_union,multi_exact,laam,"[4, 9]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,laam,[]
"[4, 9, 19]",multi_exact,"Neff et al.,Biochem. Biophy. Resea. Commun.,284,751,2001
Moody et al.,Drug Metab. Disp.,25,1347,1997",,dup_627e4de97f41aaa7,partial_agreement_union,multi_exact,laam,"[4, 9]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XBMIVRRWGCYBTQ-XMSQKQJNSA-N,[]
[4],single_exact,"Neff et al.,Biochem. Biophy. Resea. Commun.,284,751,2001",,dup_44f49051f7297bd2,partial_agreement_union,single_exact,nor_laam,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,nor_laam,[]
[4],single_exact,"Neff et al.,Biochem. Biophy. Resea. Commun.,284,751,2001",,dup_44f49051f7297bd2,partial_agreement_union,single_exact,nor_laam,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,nor_laam,[]
"[4, 19]",single_exact,"Neff et al.,Biochem. Biophy. Resea. Commun.,284,751,2001",,dup_44f49051f7297bd2,partial_agreement_union,single_exact,nor_laam,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,VWCUGCYZZGRKEE-DYESRHJHSA-N,[]
"[8, 21, 26]",tiered_multisite,"Asano et al.,Biol. Pharm. Bull.,24,678,2001",10.1248/bpb.24.678,dup_354b579e5fb8789b,partial_agreement_union,tiered_multisite,emetine,[21],[26],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,emetine,[8]
"[8, 21, 26]",tiered_multisite,"Asano et al.,Biol. Pharm. Bull.,24,678,2001",10.1248/bpb.24.678,dup_354b579e5fb8789b,partial_agreement_union,tiered_multisite,emetine,[21],[26],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,emetine,[8]
